Index;Huisnr;Postcode;Plaats;Objective 1;Objective 2;
1;2;3;1;0.33333333333333326;868.0;
2;2;3;1;0.33333333333333326;868.0;
3;2;3;1;0.33333333333333326;868.0;
4;2;3;1;0.33333333333333326;868.0;
5;0;3;1;0.0;7.0;
6;2;3;2;0.6666666666666666;876.0;
7;2;3;2;0.6666666666666666;876.0;
8;2;3;2;0.6666666666666666;876.0;
9;1;3;1;0.16666666666666663;121.0;
10;2;3;2;0.6666666666666666;876.0;
11;1;3;1;0.16666666666666663;121.0;
12;2;3;2;0.6666666666666666;876.0;
13;1;3;1;0.16666666666666663;121.0;
14;2;3;1;0.33333333333333326;868.0;
15;2;3;2;0.6666666666666666;876.0;
16;2;3;1;0.33333333333333326;868.0;
17;2;3;1;0.33333333333333326;868.0;
18;1;3;1;0.16666666666666663;121.0;
19;2;3;2;0.6666666666666666;876.0;
20;1;3;1;0.16666666666666663;121.0;
21;2;3;2;0.6666666666666666;876.0;
22;2;3;2;0.6666666666666666;876.0;
23;2;3;2;0.6666666666666666;876.0;
24;2;3;1;0.33333333333333326;868.0;
25;2;3;1;0.33333333333333326;868.0;
26;2;3;1;0.33333333333333326;868.0;
27;2;3;2;0.6666666666666666;876.0;
28;1;3;1;0.16666666666666663;121.0;
29;2;3;2;0.6666666666666666;876.0;
30;2;3;1;0.33333333333333326;868.0;
31;0;3;1;0.0;7.0;
32;2;3;1;0.33333333333333326;868.0;
33;2;3;2;0.6666666666666666;876.0;
34;2;3;1;0.33333333333333326;868.0;
35;2;3;2;0.6666666666666666;876.0;
36;1;3;1;0.16666666666666663;121.0;
37;0;3;1;0.0;7.0;
38;2;3;2;0.6666666666666666;876.0;
39;0;3;1;0.0;7.0;
40;2;3;2;0.6666666666666666;876.0;
41;2;3;2;0.6666666666666666;876.0;
42;1;3;1;0.16666666666666663;121.0;
43;2;3;2;0.6666666666666666;876.0;
44;2;3;1;0.33333333333333326;868.0;
45;2;3;2;0.6666666666666666;876.0;
46;0;3;1;0.0;7.0;
47;0;3;1;0.0;7.0;
48;1;3;1;0.16666666666666663;121.0;
49;2;3;1;0.33333333333333326;868.0;
50;2;3;1;0.33333333333333326;868.0;
51;2;3;1;0.33333333333333326;868.0;
52;2;3;1;0.33333333333333326;868.0;
53;2;3;2;0.6666666666666666;876.0;
54;2;3;2;0.6666666666666666;876.0;
55;1;3;1;0.16666666666666663;121.0;
56;2;3;2;0.6666666666666666;876.0;
57;0;3;1;0.0;7.0;
58;2;3;1;0.33333333333333326;868.0;
59;2;3;2;0.6666666666666666;876.0;
60;1;3;1;0.16666666666666663;121.0;
61;1;3;1;0.16666666666666663;121.0;
62;2;3;2;0.6666666666666666;876.0;
63;2;3;2;0.6666666666666666;876.0;
64;2;3;2;0.6666666666666666;876.0;
65;0;3;1;0.0;7.0;
66;2;3;1;0.33333333333333326;868.0;
67;1;3;1;0.16666666666666663;121.0;
68;2;3;2;0.6666666666666666;876.0;
69;2;3;1;0.33333333333333326;868.0;
70;2;3;2;0.6666666666666666;876.0;
71;1;3;1;0.16666666666666663;121.0;
72;2;3;1;0.33333333333333326;868.0;
73;2;3;1;0.33333333333333326;868.0;
74;2;3;1;0.33333333333333326;868.0;
75;2;3;2;0.6666666666666666;876.0;
76;2;3;2;0.6666666666666666;876.0;
77;2;3;2;0.6666666666666666;876.0;
78;2;3;1;0.33333333333333326;868.0;
79;0;3;1;0.0;7.0;
80;2;3;2;0.6666666666666666;876.0;
81;0;3;1;0.0;7.0;
82;0;3;1;0.0;7.0;
83;2;3;2;0.6666666666666666;876.0;
84;2;3;1;0.33333333333333326;868.0;
85;2;3;1;0.33333333333333326;868.0;
86;1;3;1;0.16666666666666663;121.0;
87;2;3;2;0.6666666666666666;876.0;
88;0;3;1;0.0;7.0;
89;2;3;1;0.33333333333333326;868.0;
90;2;3;1;0.33333333333333326;868.0;
91;2;3;1;0.33333333333333326;868.0;
92;2;3;2;0.6666666666666666;876.0;
93;2;3;2;0.6666666666666666;876.0;
94;1;3;1;0.16666666666666663;121.0;
95;2;3;2;0.6666666666666666;876.0;
96;2;3;2;0.6666666666666666;876.0;
97;1;3;1;0.16666666666666663;121.0;
98;2;3;2;0.6666666666666666;876.0;
99;0;3;1;0.0;7.0;
100;2;3;2;0.6666666666666666;876.0;
